﻿,1
голосами,1
желтый,1
лист,4
плывет,3
синий,3
и,506
белый,11
февраль,1
в,683
цехе,1
утро,3
рабочего,1
дня,2
человек,17
встает,4
у,39
кассы,2
в,683
читальном,1
зале,2
в,683
голубой,2
коляске,2
поэт,19
стоит,8
в,683
очереди,3
за,67
вермишелью,2
молодые,3
девушки,12
я,157
помню,6
из,80
детства,3
трудиться,2
мне,48
бы,48
нести,5
с,159
собой,6
1965,2
1986,1
москва,6
на,244
эскалаторе,2
дома,3
трамваи,1
после,17
поэтов,17
весь,16
день,14
в,683
огромном,1
городе,3
личность,4
мгновенна,4
здесь,23
поют,4
городские,2
соловьи,2
я,157
дух,5
созерцания,1
могилы,2
сровняются,2
с,159
землей,2
вечный,2
двигатель,2
я,157
не,227
умею,5
почти,8
ничего,10
мигом,1
девушки,12
гораздо,3
тоньше,3
поэтов,17
гудение,6
пчел,4
мы,55
с,159
тобой,5
мой,13
дед,1
таллинские,4
камни,7
озабоченный,3
человек,17
стипендия,1
в,683
кармане,2
я,157
не,227
знаю,11
я,157
влюблен,2
хочу,7
смыть,1
твои,5
волосы,2
как,135
я,157
чувствую,4
естественность,2
куда,5
я,157
вас,9
приглашу,2
как,135
три,10
года,9
назад,1
люди,12
углубляясь,2
исчезаю,3
в,683
весне,3
как,135
ласточки,1
а,92
не,227
стать,4
ли,25
мне,48
когда,45
я,157
иду,6
этот,10
странный,2
обычай,1
незримый,2
в,683
поисках,1
поэзии,37
бухарские,1
аисты,3
посидев,1
на,244
коврах,1
моторы,1
вхожу,1
в,683
эстонию,2
доверяю,1
тебе,16
троллейбусы,1
храню,2
вас,9
бездомная,1
собака,1
на,244
пустыре,2
никогда,6
при,9
жизни,29
далеко,2
вешая,3
пеленки,4
вот,19
уже,18
кончается,3
в,683
июльских,2
травах,2
золотое,2
облачко,2
где,21
взять,4
я,157
добрый,2
1990,1
1992,4
москва,6
годовые,8
кольца,8
толпой,4
чудеса,1
перестройки,2
аж,1
накалилась,1
сиротливо,1
чернеют,1
две,12
старушки,3
страшнейшая,2
из,80
осад,2
заботами,1
молитва,4
маленькое,2
перышко,1
эстония,4
моя,9
маленькая,8
не,227
капли,3
дождя,2
а,92
много,16
ли,25
где,21
вы,23
народ,1
наш,7
цивилизация,2
даже,18
и,506
мне,48
какие,13
крупные,3
здесь,23
звезды,5
воздух,7
наполнен,3
осень,1
годовые,8
кольца,8
страна,2
ржавая,3
кольчуга,3
после,17
ваших,2
подлостей,1
умею,5
ли,25
я,157
копать,2
землю,7
рублевская,5
синь,8
налетел,1
ветер,6
а,92
говорят,2
я,157
и,506
сам,12
не,227
знаю,11
мою,8
маму,3
писать,3
стихи,36
род,2
сеятель,3
можно,20
отнять,2
все,89
внимательно,5
смотреть,4
1992,4
1996,2
в,683
осенних,10
лесах,9
та,3
далекая,1
роща,3
в,683
осенних,10
лесах,9
перебираю,2
свое,6
богатство,4
струна,2
ожидания,2
маленький,4
клен,1
время,25
и,506
пространство,1
солидность,2
порусски,2
как,135
много,16
людей,13
в,683
электричке,2
мой,13
дом,6
лето,4
очиститься,2
бы,48
памятник,1
неизьяснимую,1
прелесть,3
мечта,1
отчаянный,1
трепет,1
оранжевый,1
солнечный,5
лучик,3
три,10
воспоминания,1
глядя,2
вспоминаю,1
эстонию,2
так,51
же,53
легко,7
бы,48
аллея,1
золотистых,1
берез,1
утром,4
после,17
заморозков,1
есть,19
искусство,5
ты,30
ведь,11
мечтал,2
сколько,4
часов,1
время,25
как,135
погасить,2
в,683
старом,4
деревянном,6
доме,7
золотые,6
купола,5
пречистая,2
как,135
много,16
благодарю,1
тебя,17
пауль,1
эрик,1
руммо,2
посмотри,1
на,244
ликующего,1
жаворонка,1
вполголоса,1
у,39
кого,6
нет,18
собаки,2
ars,1
solaris,1
а,92
чем,18
наш,7
дом,6
не,227
батискаф,2
ты,30
знаешь,3
милая,3
чтото,7
задумали,2
на,244
носилках,2
везут,2
бабка,2
вяжет,2
не,227
могу,16
не,227
могу,16
не,227
могу,16
не,227
могу,16
не,227
могу,16
все,89
думая,3
о,92
лийве,2
зимнее,3
мелькание,2
яан,1
каплинский,1
читая,3
ду,2
фу,2
глаза,14
из,80
цикла,4
песенки,3
двух,7
осеней,2
времена,6
надвигаются,1
белый,11
клевер,3
не,227
знает,2
зря,2
ты,30
старался,3
я,157
взглянул,1
в,683
окно,8
солнца,12
под,18
голубыми,2
звездами,2
вечером,3
когда,45
темнеет,1
я,157
долго,5
искал,3
ключ,3
идешь,1
в,683
портфеле,1
восемьдесят,1
лет,12
работал,5
профессор,3
судзуки,1
сын,3
открывает,4
глаза,14
милый,2
я,157
была,7
не,227
внимательна,1
продавец,1
песен,2
подул,1
ветерок,1
шмель,2
ты,30
ведь,11
знаешь,3
джонни,2
б,3
изотамм,2
я,157
тоомас,2
лийв,3
так,51
уж,1
ей,6
захотелось,1
энн,2
ветемаа,2
маленькая,8
бедная,2
бесконечность,2
одиноко,1
прильнуть,1
матс,1
траат,1
вивика,1
учебник,1
зимнее,3
воспоминание,2
о,92
лете,1
сказка,1
застенчивость,1
заботы,2
путника,1
александр,1
сууман,1
бледная,1
желтизна,1
березы,5
смех,3
твоих,2
белых,1
зубов,2
я,157
взял,4
темноту,2
я,157
нарисовал,1
лес,1
толкаюсь,1
в,683
сутолоке,1
площадей,1
както,5
я,157
научился,2
узнавать,2
в,683
такой,11
день,14
девушки,12
с,159
виду,5
каждая,4
клетка,2
жива,3
весь,16
день,14
мы,55
ходим,3
среди,8
людей,13
песчинка,2
обмакиваю,1
свою,6
кисть,1
нам,10
ли,25
слава,3
нужна,4
тебе,16
ведь,11
тесно,4
вот,19
плечо,2
тебя,17
несет,5
ко,7
мне,48
в,683
троллейбусе,1
мы,55
причиняем,2
боль,7
тополиный,2
пух,3
иглы,2
сосен,1
